Channel,Region,Fresh,Milk,Grocery,Frozen,Detergents_Paper,Delicassen,Total_Spend,Mahalanobis_Distance,Is_Outlier,Total_Spending,Spending_Tier,Dominant_Category,Diversity_Index,Diversity_Level,Fresh_Pct,Milk_Pct,Grocery_Pct,Frozen_Pct,Detergents_Paper_Pct,Delicassen_Pct,Fresh_to_Total,Grocery_to_Total,Retail_Products_Ratio,Fresh_Products_Ratio,Fresh_Log,Milk_Log,Grocery_Log,Frozen_Log,Detergents_Paper_Log,Delicassen_Log
2,3,3366,5403,12974,4400,5977,1744,33864,1.3066999261644618,False,33864,Medium,Grocery,1.6139210500000227,Diversified,9.939759036144578,15.954996456413891,38.312071816678475,12.993149066855658,17.650011811953696,5.150011811953696,0.09939759036144578,0.3831207181667848,0.5596208362863218,0.22932908103000235,8.121777419161074,8.59489469908009,9.470779708034089,8.38958706681109,8.695841342843883,7.4645098346365275
2,3,13146,1124,4523,1420,549,497,21259,0.8935750355337598,False,21259,Medium,Fresh,1.1449187051883063,Moderate,61.83733947974975,5.287172491650595,21.275694999764806,6.679523966320147,2.582435674302648,2.3378333882120512,0.6183733947974975,0.21275694999764805,0.23858130674067454,0.685168634460699,9.483948874696605,7.025538314638521,8.41715183723601,7.259116128097101,6.309918278226516,6.210600077024653
2,3,31714,12319,11757,287,3881,2931,62889,2.1919121217265563,False,62889,High,Fresh,1.3174513899788731,Diversified,50.42853281177948,19.58848129243588,18.694843295329868,0.45635961773919126,6.1711905102641165,4.660592472451462,0.5042853281177948,0.18694843295329866,0.24866033805593982,0.5088489242951868,10.364545034067998,9.41897923708751,9.3722891389622,5.662960480135946,8.264105763728956,7.983440063006542
2,3,21217,6208,14982,3095,6707,602,52811,1.4580408089959238,False,52811,High,Fresh,1.4547770154439208,Diversified,40.175342258241656,11.755126772831417,28.369089772963967,5.860521482266952,12.700005680634716,1.139914033061294,0.40175342258241653,0.2836908977296397,0.4106909545359868,0.46035863740508604,9.962605157019217,8.733755131364893,9.614671504043145,8.037866234709618,8.8110561229431,6.401917196727186
2,3,24653,9465,12091,294,5058,2168,53729,1.5169984311978408,False,53729,High,Fresh,1.379459399699204,Diversified,45.88397327327886,17.616184928064918,22.503675854752554,0.5471905302536806,9.413910551099033,4.03506486255095,0.4588397327327886,0.22503675854752556,0.3191758640585159,0.46431163803532544,10.112694438111465,9.155461710466193,9.40029935589935,5.68697535633982,8.528924114291936,7.682021510826875
1,3,10253,1114,3821,397,964,412,16961,0.8102834257082352,False,16961,Low,Fresh,1.1600536566633486,Moderate,60.45044513884794,6.568008961735747,22.528152821177997,2.3406638759507103,5.683627144625906,2.4291020576616944,0.6045044513884794,0.22528152821177996,0.282117799658039,0.6279110901479865,9.235423152343646,7.016609683894219,8.248529124800218,5.986452005284438,6.872128101338986,6.023447592961033
2,3,1020,8816,12121,134,4508,1080,27679,1.1743200370116307,False,27679,Medium,Grocery,1.2955949481041595,Diversified,3.6851042306441704,31.850861664077463,43.79132194082156,0.48412153618266557,16.286715560533256,3.901875067740886,0.036851042306441706,0.4379132194082156,0.6007803750135482,0.04169225766826836,6.928537818164665,9.084436955087027,9.402777262511231,4.90527477843843,8.413830678421084,6.985641817639208
1,3,5876,6157,2933,839,370,4478,20653,1.7842600985493844,False,20653,Medium,Milk,1.5292546125416484,Diversified,28.45107248341645,29.811649639277586,14.201326683774754,4.062363821236624,1.7915072870769382,21.682080085217645,0.2845107248341645,0.14201326683774754,0.15992833970851691,0.32513436304653076,8.678801706612651,8.725507328484445,7.984121958702927,6.733401891837359,5.916202062607435,8.4071550862073
2,3,18601,6327,10099,2205,2767,3181,43180,1.0664658338756037,False,43180,High,Fresh,1.5041225674810388,Diversified,43.07781380268643,14.652616952292727,23.38814265863826,5.106530801296897,6.408059286706809,7.366836498378879,0.43077813802686427,0.23388142658638258,0.2979620194534507,0.48184344603983326,9.831024380802413,8.75273950944749,9.22029070282935,7.698936199813447,7.92588031673756,8.065265208897733
1,3,7780,2495,9464,669,2518,501,23427,1.1854332968245218,False,23427,Medium,Grocery,1.394267707053668,Diversified,33.209544542621764,10.650104580185255,40.397831561873055,2.855679344346267,10.748281896956504,2.1385580740171597,0.3320954454262176,0.40397831561873054,0.5114611345882956,0.3606522388696803,8.95944014361693,7.822444729489319,9.155356063643422,6.507277712385012,7.831617276352611,6.218600119691729
2,3,17546,4519,4602,1066,2259,2124,32116,1.1431805337803778,False,32116,Medium,Fresh,1.3639811107292208,Diversified,54.633204633204635,14.07086810312617,14.329306264790137,3.3192178353468673,7.033877195167518,6.613525968364678,0.5463320463320464,0.14329306264790137,0.21363183459957655,0.579524224685515,9.772638274111136,8.416267272826277,8.434463543817241,6.9726062513017535,7.723120092266331,7.661527081358517
1,3,5567,871,2010,3383,375,569,12775,0.893804503464228,False,12775,Low,Fresh,1.4300645174503934,Diversified,43.57729941291585,6.818003913894325,15.733855185909981,26.481409001956948,2.935420743639922,4.454011741682975,0.4357729941291585,0.1573385518590998,0.18669275929549903,0.700587084148728,8.624791202014256,6.77078942390898,7.606387389772652,8.126813720726114,5.929589143389895,6.345636360828596
1,3,31276,1917,4469,9408,2381,4334,53785,2.531604609816681,False,53785,High,Fresh,1.2867165540292027,Diversified,58.150041833224876,3.564190759505438,8.30900808775681,17.491865761829505,4.426884819187506,8.058008738495863,0.5815004183322487,0.0830900808775681,0.12735892906944316,0.7564190759505438,10.3506382821314,7.559038255443384,8.405143687607614,9.149421957006766,7.775695749915245,8.374476889214643
2,3,26373,36423,22019,5154,4337,16523,110829,6.548573885292886,True,110829,High,Milk,1.5816623048620027,Diversified,23.79611834447663,32.864142056681914,19.86754369343764,4.650407384348862,3.913235705456153,14.908552815598805,0.23796118344476627,0.1986754369343764,0.23780779398893792,0.2844652572882549,10.180133955367644,10.502983177014618,9.999706410276671,8.54772239645106,8.37516869138682,9.712569148516655
2,3,22647,9776,13792,2915,4482,5778,59390,1.8657037949592954,False,59390,High,Fresh,1.5733291317422868,Diversified,38.13268226974238,16.4606836167705,23.22276477521468,4.908233709378684,7.546725037885166,9.728910591008587,0.3813268226974238,0.23222764775214683,0.3076948981309985,0.43040915979121064,10.027826826791735,9.18778796750567,9.53191649607552,7.977968093128549,8.40804774415544,8.661985936317778
2,3,16165,4230,7595,201,4003,57,32251,1.1047989916666159,False,32251,Medium,Fresh,1.2549945443056736,Diversified,50.12247682242411,13.115872376050355,23.549657374965115,0.6232364887910452,12.412018231992807,0.17673870577656506,0.5012247682242411,0.23549657374965116,0.3596167560695792,0.5074571331121516,9.69066555029379,8.350193650720067,8.935377071932177,5.308267697401205,8.295049140435111,4.060443010546419
1,3,9898,961,2861,3151,242,833,17946,0.7080584087943155,False,17946,Low,Fresh,1.283690386514807,Diversified,55.154351944723054,5.354953750139306,15.942271258219101,17.55823024629444,1.3484899141870055,4.6417028864370895,0.5515435194472306,0.159422712582191,0.17290761172406108,0.7271258219101749,9.200189020919808,6.8690144506657065,7.959275960116396,8.05579245097777,5.493061443340548,6.726233402358747
1,3,14276,803,3045,485,100,518,19227,0.9934856965085284,False,19227,Low,Fresh,0.8630935497752539,Moderate,74.2497529515785,4.176418578041296,15.837104072398189,2.5224944089041452,0.5201019399802361,2.694128049097623,0.7424975295157851,0.1583710407239819,0.16357206012378425,0.7677224736048266,9.56640512978922,6.6895992691789665,8.021584533455107,6.186208623900494,4.61512051684126,6.251903883165888
2,3,4113,20484,25957,1158,8604,5206,65522,2.8786140050922175,False,65522,High,Grocery,1.443232667172149,Diversified,6.277280913281036,31.26278196636244,39.61570159641037,1.7673453191294528,13.131467293428162,7.945422911388541,0.06277280913281036,0.3961570159641037,0.5274716888983852,0.08044626232410489,8.322151070212902,9.927448189980971,10.164235126247704,7.055312843339752,9.06009870864564,8.557759153162898
1,3,43088,2100,2609,1200,1107,823,50927,2.968939815931202,False,50927,High,Fresh,0.6633307584046098,Moderate,84.60737918982072,4.123549394230959,5.123019223594557,2.3563139395605477,2.173699609244605,1.6160386435486087,0.8460737918982072,0.05123019223594557,0.07296718832839162,0.8696369312938127,10.671023023099933,7.650168700845001,7.867105500316739,7.0909098220799835,7.010311867307229,6.714170529909472
1,3,18815,3610,11107,1148,2134,2963,39777,1.799927298281163,False,39777,High,Fresh,1.3808255377656187,Diversified,47.30120421349021,9.07559645020992,27.92317168212786,2.8860899514794984,5.36490936973628,7.449028332956232,0.47301204213490206,0.2792317168212786,0.33288081051864143,0.5018729416496971,9.842462850698354,8.191740021277457,9.31542084842669,7.046647277848756,7.666221925662725,7.994294986415977
1,3,2612,4339,3133,2088,820,985,13977,0.9844710991948513,False,13977,Low,Milk,1.649120131562316,Diversified,18.687844315661444,31.0438577663304,22.415396723188096,14.938828074694142,5.866781140445017,7.047291979680905,0.18687844315661445,0.22415396723188094,0.2828217786363311,0.33626672390355583,7.868254265520613,8.375629627094451,8.050065422915965,7.644440761556566,6.710523109452428,6.893656354602635
1,3,21632,1318,2886,266,918,405,27425,1.35668731525116,False,27425,Medium,Fresh,0.7908944591671873,Moderate,78.87693710118505,4.805834092980857,10.523245214220601,0.9699179580674566,3.3473108477666367,1.4767547857793983,0.7887693710118505,0.10523245214220601,0.13870556061987238,0.7984685505925251,9.981975205584869,7.1846291527173145,7.967973179662935,5.58724865840025,6.823286122355687,6.0063531596017325
1,3,29729,4786,7326,6130,361,1083,49415,1.8816006832615928,False,49415,High,Fresh,1.1933739915936397,Moderate,60.1618941616918,9.685318223211576,14.825457856926036,12.405140139633716,0.7305474046342204,2.1916422139026612,0.601618941616918,0.14825457856926036,0.15556005261560255,0.7256703430132551,10.299911915992144,8.473659189392508,8.899321434159964,8.721113147762688,5.8916442118257715,6.988413181999592
1,3,1502,1979,2262,425,483,395,7046,1.0818686518451786,False,7046,Low,Grocery,1.5655518178080068,Diversified,21.3170593244394,28.08685779165484,32.10332103321033,6.031791087141641,6.854953164916265,5.606017598637525,0.21317059324439397,0.3210332103321033,0.38958274198126597,0.2734885041158104,7.315218389752975,7.590852123688581,7.724446645633537,6.054439346269371,6.182084906716632,5.981414211254481
2,3,688,5491,11091,833,4239,436,22778,1.0610984996215116,False,22778,Medium,Grocery,1.308722127474405,Diversified,3.020458336991834,24.106594082008957,48.691720080779696,3.657037492317148,18.61006234085521,1.9141276670471508,0.030204583369918343,0.486917200807797,0.6730178242163491,0.06677495829308983,6.535241271013659,8.61104776688786,9.313979406735669,6.726233402358747,8.352318548226004,6.07993319509559
1,3,29955,4362,5428,1729,862,4626,46962,2.122192909670384,False,46962,High,Fresh,1.1801812347237213,Moderate,63.78561390060049,9.288360802350837,11.558281163493888,3.6817000979515355,1.8355265959712108,9.850517439632043,0.6378561390060049,0.11558281163493889,0.13393807759465098,0.6746731399855203,10.307484917369258,8.38091517312361,8.599510233905452,7.455876687491824,6.760414691083428,8.439663988907
2,3,15168,10556,12477,1920,6506,714,47341,1.2237597171705281,False,47341,High,Fresh,1.5167347521269021,Diversified,32.039880864367035,22.29779683572379,26.355590291713316,4.055681122071777,13.742844468853638,1.5082064172704421,0.3203988086436704,0.26355590291713316,0.4009843476056695,0.3609556198643882,9.627009150591672,9.264544425989694,9.431722372670732,7.560601162768557,8.780633799494984,6.5722825426940075
2,3,4591,15729,16709,33,6956,433,44451,1.8793018523719212,False,44451,High,Grocery,1.3105952848711795,Diversified,10.32822658657848,35.38503070797057,37.58970551843603,0.07423904974016332,15.64869181795685,0.9741063193179005,0.1032822658657848,0.3758970551843603,0.5323839733639288,0.10402465636318643,8.432070937999402,9.663324996052323,9.72376262158944,3.5263605246161616,8.847503625923641,6.073044534100405
1,3,56159,555,902,10002,212,2916,70746,3.8984954675809416,False,70746,High,Fresh,0.7023791473168315,Moderate,79.3811664263704,0.7844966499872784,1.2749837446640093,14.137901789500468,0.2996635852203658,4.121787804257485,0.793811664263704,0.012749837446640093,0.015746473298843752,0.9351906821587086,10.935960038699692,6.320768294250582,6.805722553416985,9.21064032698518,5.3612921657094255,7.978310969867722
1,3,24025,4332,4757,9510,1145,5864,49633,2.083187850748484,False,49633,High,Fresh,1.4447007910570724,Diversified,48.405294864304,8.728063989684284,9.584349122559587,19.160639090927408,2.3069328873934682,11.814720045131264,0.48405294864303994,0.09584349122559588,0.11891282009953055,0.6756593395523139,10.086891856281321,8.374015421739909,8.467582690862903,9.160204302482386,7.044032897274685,8.676757761087575
1,3,19176,3065,5956,2033,2575,2802,35607,1.2593072633407174,False,35607,High,Fresh,1.3969813383876042,Diversified,53.85457915578398,8.607858005448367,16.727048052349257,5.709551492684023,7.231724099193978,7.869239194540399,0.5385457915578398,0.16727048052349258,0.23958772151543237,0.5956413064846799,9.861466923273516,8.028129059431759,8.692322277628687,7.617759576608505,7.853993087224244,7.938445551164788
2,3,10850,7555,14961,188,6899,46,40499,1.1087707997505096,False,40499,High,Grocery,1.3681111656238527,Diversified,26.790784957653273,18.654781599545668,36.94165288031803,0.46420899281463746,17.034988518235018,0.11358305143336872,0.26790784957653274,0.3694165288031803,0.5397664139855305,0.27254993950467915,9.292012520620208,8.9300972286214,9.61326893243235,5.241747015059643,8.83927669058535,3.8501476017100584
2,3,630,11095,23998,787,9529,72,46111,2.2336895355042468,False,46111,High,Grocery,1.1467122597151982,Moderate,1.3662683524538615,24.06150376265967,52.043980828869465,1.7067511006050615,20.665351000845785,0.15614495456615557,0.013662683524538614,0.5204398082886946,0.7270933182971525,0.03073019453058923,6.447305862541213,9.314339961994667,10.085767441795337,6.669498089857879,9.162199996648248,4.290459441148391
2,3,9670,7027,10471,541,4618,65,32392,0.7476046173486312,False,32392,Medium,Grocery,1.4159796665148676,Diversified,29.853050135836007,21.6936280563102,32.325882934057795,1.6701654729562854,14.256606569523338,0.20066683131637442,0.29853050135836007,0.3232588293405779,0.4658248950358113,0.31523215608792293,9.176886995716963,8.857657449306988,9.256460307589736,6.295266001439646,8.437933510430605,4.189654742026425
2,3,5181,22044,21531,1740,7353,4985,62834,2.7134798189697156,False,62834,High,Milk,1.491662072611132,Diversified,8.245535856383485,35.082916892128466,34.26647993124741,2.769201387783684,11.702263105961741,7.933602826495209,0.08245535856383486,0.3426647993124741,0.45968743037209153,0.1101473724416717,8.552946361122055,10.000841097792039,9.977295479680848,7.462214939768189,8.902999661861218,8.514389264083503
2,3,3103,14069,21955,1668,6792,1452,49039,2.4404387139496153,False,49039,High,Grocery,1.3856859378851838,Diversified,6.327616794795979,28.68941046921838,44.77048879463285,3.4013744162809196,13.850200860539571,2.9609086645323113,0.06327616794795979,0.44770488794632846,0.5862068965517241,0.09728991211076898,8.04044688130311,9.551800150108434,9.99679572966978,7.419979923661835,8.823647949191303,7.2813856635702825
2,3,44466,54259,55571,7782,24171,6465,192714,7.011498346813314,True,192714,High,Grocery,1.557680438425502,Diversified,23.073570160963914,28.15519370673641,28.835995309110913,4.038108284815841,12.54242037423332,3.354712164139606,0.23073570160963916,0.2883599530911091,0.41378415683344233,0.2711167844577976,10.702502620019327,10.901542586212923,10.925434756268752,8.959697146959389,10.09295021748145,8.774312958285378
2,3,11519,6152,10868,584,5121,1476,35720,0.8043721497925856,False,35720,High,Fresh,1.507309794788134,Diversified,32.24804031354983,17.222844344904814,30.425531914893618,1.6349384098544233,14.336506159014558,4.132138857782755,0.3224804031354983,0.30425531914893617,0.4476203807390817,0.33882978723404256,9.351839934249883,8.724695046740491,9.293669979563187,6.371611847231857,8.541300266759471,7.29776828253138
2,3,4967,21412,28921,1798,13583,1163,71844,2.56877763198404,False,71844,High,Grocery,1.3857487867812646,Diversified,6.913590557318634,29.803463058849726,40.25527531874617,2.502644618896498,18.906241300595735,1.6187851455932298,0.06913590557318634,0.4025527531874617,0.591615166193419,0.09416235176215133,8.510772623613315,9.971753493206217,10.272357830174737,7.4949862339505335,9.516647908551128,7.059617628291383
1,3,6269,1095,1980,3860,609,2162,15975,1.0889476710102817,False,15975,Low,Fresh,1.5479943638555966,Diversified,39.242566510172146,6.854460093896714,12.394366197183098,24.162754303599375,3.812206572769953,13.533646322378717,0.39242566510172144,0.12394366197183099,0.1620657276995305,0.6340532081377152,8.743531633626967,6.999422467507961,7.591357046698551,8.258681496264236,6.413458957167357,7.679251425953058
1,3,3347,4051,6996,239,1538,301,16472,1.1425932532786025,False,16472,Low,Grocery,1.3884278658157345,Diversified,20.31932977173385,24.59324915007285,42.47207382224381,1.4509470616804274,9.337056823700825,1.827343370568237,0.20319329771733852,0.42472073822243805,0.5180913064594463,0.2177027683341428,8.116118431609365,8.306965865368573,8.853236764745898,5.480638923341991,7.338888133838879,5.71042701737487
2,3,40721,3916,5876,532,2587,1278,54910,2.780695962207965,False,54910,High,Fresh,0.9255591972913829,Moderate,74.15953378255327,7.131670005463486,10.701147331997815,0.9688581314878892,4.711345838645055,2.3274449098524856,0.7415953378255327,0.10701147331997815,0.1541249317064287,0.7512839191404116,10.614523765931814,8.27308133366583,8.678801706612651,6.278521424165844,7.858640655620791,7.153833801578843
2,3,491,10473,11532,744,5611,224,29075,1.3611894434399117,False,29075,Medium,Grocery,1.2522780503770647,Diversified,1.6887360275150471,36.02063628546862,39.662940670679276,2.5588993981083408,19.29836629406707,0.7704213241616509,0.016887360275150472,0.39662940670679275,0.5896130696474634,0.042476354256233875,6.198478716492308,9.256651274839433,9.35296777022594,6.61338421837956,8.632662441222351,5.41610040220442
1,3,27329,1449,1947,2436,204,1333,34698,1.5438969028469791,False,34698,Medium,Fresh,0.8241805804783325,Moderate,78.76246469537149,4.176033200760851,5.611274425038907,7.0205775549022995,0.5879301400657099,3.841719983860741,0.7876246469537149,0.05611274425038907,0.06199204565104617,0.8578304225027379,10.215740278922114,7.27931883541462,7.5745584842024805,7.798523053625206,5.3230099791384085,7.195937226475569
1,3,5264,3683,5005,1057,2024,1130,18163,0.7076856932032615,False,18163,Low,Fresh,1.6204913798750726,Diversified,28.98199636623906,20.277487199251226,27.55602048119804,5.819523206518746,11.143533557231734,6.221439189561196,0.2898199636623906,0.2755602048119804,0.38699554038429773,0.34801519572757805,8.568836424568076,8.211754397375197,8.518392471991719,6.964135612418245,7.613324979540639,7.030857476116121
2,3,4098,29892,26866,2616,17740,1340,82552,4.849100132786626,True,82552,High,Milk,1.3889320269511887,Diversified,4.964143812384921,36.209904060470976,32.544335691442974,3.1689117162515745,21.489485415253416,1.623219304196143,0.04964143812384921,0.3254433569144297,0.5403382110669639,0.08133055528636496,8.318498320504338,10.30537961825751,10.198654046697536,7.869783902530146,9.783633624060649,7.201170883281678
2,3,5417,9933,10487,38,7572,1282,34729,2.1093988736462097,False,34729,Medium,Grocery,1.4707420847073667,Diversified,15.59791528693599,28.60145699559446,30.19666561087276,0.10941864148118288,21.803104034092545,3.6914394310230643,0.1559791528693599,0.3019666561087276,0.519997696449653,0.15707333928417172,8.59748202264504,9.203718495667296,9.257987025443535,3.6635616461296463,8.932344569113823,7.1569563646156364
1,3,13779,1970,1648,596,227,436,18656,0.9263166776125099,False,18656,Low,Fresh,0.9270058945646645,Moderate,73.85827615780445,10.559605488850773,8.833619210977702,3.1946826758147515,1.2167667238421955,2.33704974271012,0.7385827615780446,0.08833619210977701,0.10050385934819897,0.7705295883361921,9.53097354456765,7.58629630715272,7.407924322559599,6.391917113392602,5.429345628954441,6.07993319509559
1,3,6137,5360,8040,129,3084,1603,24353,0.7470167715915499,False,24353,Medium,Grocery,1.5149087149197218,Diversified,25.200180675892085,22.00960867244282,33.01441300866423,0.5297088654375232,12.663737527204042,6.582351250359299,0.25200180675892087,0.3301441300866423,0.4567815053586827,0.2572988954132961,8.722254235179681,8.586905803827538,8.99230873254815,4.867534450455582,8.034306936339489,7.38025578842646
2,3,8590,3045,7854,96,4095,225,23905,0.9303106660245227,False,23905,Medium,Fresh,1.3642598669858075,Diversified,35.93390504078645,12.73792093704246,32.85505124450951,0.40158962560133865,17.1303074670571,0.9412256850031374,0.35933905040786446,0.32855051244509514,0.4998535871156662,0.36335494666387785,9.058470422638056,8.021584533455107,8.96890555068972,4.574710978503383,8.317766166719343,5.420534999272286
2,3,35942,38369,59598,3254,26701,2017,165881,6.04770186856689,True,165881,High,Grocery,1.4625368838121984,Diversified,21.667339840005788,23.130436879449725,35.92816537156154,1.961647204924012,16.096478801068237,1.215931902990698,0.21667339840005786,0.35928165371561543,0.5202464417262977,0.236289870449298,10.489689629308009,10.555031183240999,10.995394074389191,8.08794755464267,10.19249374795004,7.609862200913554
2,3,7823,6245,6544,4154,4074,964,29804,1.1840007255570861,False,29804,Medium,Fresh,1.6691080357059638,Diversified,26.248154610119446,20.95356328009663,21.956784324251778,13.937726479667159,13.669306133404913,3.234465172460072,0.26248154610119445,0.2195678432425178,0.3562609045765669,0.40185881089786607,8.964951211714654,8.739696537843024,8.786456678344,8.332067707289548,8.312626025674962,6.872128101338986
2,3,9396,11601,15775,2896,7677,1295,48640,1.1190424768685012,False,48640,High,Grocery,1.5805676372289628,Diversified,19.317434210526315,23.85074013157895,32.43215460526316,5.953947368421052,15.783305921052632,2.6624177631578947,0.19317434210526316,0.3243215460526316,0.4821546052631579,0.25271381578947366,9.148145768383065,9.358932776026009,9.666245076842417,7.9714309977693505,8.946114375560743,7.16703787691222
1,3,4760,1227,3250,3724,1247,1145,15353,0.9548605806711611,False,15353,Low,Fresh,1.634780659706204,Diversified,31.003712629453528,7.991923402592327,21.168501270110077,24.255845763043055,8.12219110271608,7.457825832084934,0.3100371262945353,0.21168501270110077,0.2929069237282616,0.5525955839249658,8.46821300919452,7.113142108707088,8.086717920303906,8.22282213081366,7.129297548929373,7.044032897274685
2,3,85,20959,45828,36,24231,1423,92562,4.666735699055146,False,92562,High,Grocery,1.1088860393517392,Moderate,0.09183034074458202,22.64320131371405,49.510598301678876,0.038892850197705324,26.178129253905492,1.5373479397592964,0.0009183034074458201,0.49510598301678876,0.7568872755558437,0.0013072319094228732,4.454347296253507,9.950371138434978,10.732672357496405,3.6109179126442243,10.095429352707074,7.261225091971921
1,3,9,1534,7417,175,3468,27,12630,1.1780321929786446,False,12630,Low,Grocery,1.0011457906422536,Moderate,0.07125890736342043,12.145684877276326,58.725257323832146,1.3855898653998415,27.458432304038006,0.21377672209026127,0.0007125890736342043,0.5872525732383215,0.8618368962787015,0.01456848772763262,2.302585092994046,7.336285660021297,8.911664758049536,5.170483995038151,8.15162164696975,3.332204510175204
2,3,19913,6759,13462,1256,5141,834,47365,1.1732093891674695,False,47365,High,Fresh,1.4080945687340012,Diversified,42.04159189274781,14.270030613322074,28.42183046553362,2.6517470706217674,10.854006122664414,1.7607938351103136,0.4204159189274781,0.2842183046553362,0.3927583658819804,0.4469333896336958,9.89917828094803,8.81877816903701,9.507700460979235,7.136483208590247,8.545197387825835,6.727431724850855
1,3,2446,7260,3993,5870,788,3095,23452,1.4838796242396943,False,23452,Medium,Milk,1.6281612519769493,Diversified,10.429814088350673,30.95684803001876,17.026266416510317,25.029848200579906,3.360054579566775,13.197168684973562,0.10429814088350674,0.1702626641651032,0.20386320996077092,0.3545966228893058,7.802618063442671,8.890272839380247,8.29254851397576,8.677780256064185,6.670766320845874,8.037866234709618
1,3,8352,2820,1293,779,656,144,14044,0.9927566749885777,False,14044,Low,Fresh,1.2015229346393101,Diversified,59.47023639988607,20.079749359156935,9.206778695528339,5.5468527485046994,4.671033893477642,1.0253489034463115,0.5947023639988607,0.09206778695528339,0.1387781258900598,0.6501708914839077,9.030376034755907,7.944846711001996,7.165493475060845,6.659293919683638,6.48768401848461,4.976733742420574
