Channel,Region,Fresh,Milk,Grocery,Frozen,Detergents_Paper,Delicassen,Total_Spend,Mahalanobis_Distance,Is_Outlier,Total_Spending,Spending_Tier,Dominant_Category,Diversity_Index,Diversity_Level,Fresh_Pct,Milk_Pct,Grocery_Pct,Frozen_Pct,Detergents_Paper_Pct,Delicassen_Pct,Fresh_to_Total,Grocery_to_Total,Retail_Products_Ratio,Fresh_Products_Ratio,Fresh_Log,Milk_Log,Grocery_Log,Frozen_Log,Detergents_Paper_Log,Delicassen_Log,Cluster
1,3,2612,4339,3133,2088,820,985,13977,0.9844710991948512,False,13977,Low,Milk,1.649120131562316,Diversified,18.687844315661444,31.0438577663304,22.415396723188096,14.938828074694142,5.866781140445017,7.047291979680905,0.1868784431566144,0.2241539672318809,0.2828217786363311,0.3362667239035558,7.868254265520613,8.375629627094451,8.050065422915965,7.644440761556566,6.710523109452428,6.893656354602635,1
1,3,21632,1318,2886,266,918,405,27425,1.35668731525116,False,27425,Medium,Fresh,0.7908944591671873,Moderate,78.87693710118505,4.805834092980857,10.5232452142206,0.9699179580674566,3.3473108477666367,1.4767547857793983,0.7887693710118505,0.105232452142206,0.1387055606198723,0.7984685505925251,9.981975205584869,7.1846291527173145,7.967973179662935,5.58724865840025,6.823286122355687,6.0063531596017325,1
1,3,29729,4786,7326,6130,361,1083,49415,1.8816006832615928,False,49415,High,Fresh,1.1933739915936397,Moderate,60.1618941616918,9.685318223211576,14.825457856926036,12.405140139633716,0.7305474046342204,2.1916422139026612,0.601618941616918,0.1482545785692603,0.1555600526156025,0.7256703430132551,10.299911915992144,8.473659189392508,8.899321434159964,8.721113147762688,5.8916442118257715,6.988413181999592,0
1,3,1502,1979,2262,425,483,395,7046,1.0818686518451786,False,7046,Low,Grocery,1.5655518178080068,Diversified,21.3170593244394,28.08685779165484,32.10332103321033,6.031791087141641,6.854953164916265,5.606017598637525,0.2131705932443939,0.3210332103321033,0.3895827419812659,0.2734885041158104,7.315218389752975,7.590852123688581,7.724446645633537,6.054439346269371,6.182084906716632,5.981414211254481,2
2,3,688,5491,11091,833,4239,436,22778,1.0610984996215116,False,22778,Medium,Grocery,1.308722127474405,Diversified,3.020458336991834,24.106594082008957,48.691720080779696,3.657037492317148,18.61006234085521,1.9141276670471508,0.0302045833699183,0.486917200807797,0.6730178242163491,0.0667749582930898,6.535241271013659,8.61104776688786,9.313979406735667,6.726233402358747,8.352318548226004,6.07993319509559,2
1,3,29955,4362,5428,1729,862,4626,46962,2.122192909670384,False,46962,High,Fresh,1.1801812347237213,Moderate,63.78561390060049,9.288360802350835,11.558281163493888,3.681700097951535,1.8355265959712108,9.850517439632045,0.6378561390060049,0.1155828116349388,0.1339380775946509,0.6746731399855203,10.307484917369258,8.38091517312361,8.599510233905452,7.455876687491824,6.760414691083428,8.439663988907,0
2,3,15168,10556,12477,1920,6506,714,47341,1.223759717170528,False,47341,High,Fresh,1.516734752126902,Diversified,32.039880864367035,22.29779683572379,26.355590291713316,4.055681122071777,13.742844468853638,1.508206417270442,0.3203988086436704,0.2635559029171331,0.4009843476056695,0.3609556198643882,9.627009150591672,9.264544425989694,9.431722372670732,7.560601162768557,8.780633799494984,6.5722825426940075,0
2,3,4591,15729,16709,33,6956,433,44451,1.8793018523719212,False,44451,High,Grocery,1.3105952848711797,Diversified,10.32822658657848,35.38503070797057,37.58970551843603,0.0742390497401633,15.64869181795685,0.9741063193179004,0.1032822658657848,0.3758970551843603,0.5323839733639288,0.1040246563631864,8.432070937999402,9.663324996052324,9.72376262158944,3.5263605246161616,8.847503625923641,6.073044534100405,2
1,3,56159,555,902,10002,212,2916,70746,3.8984954675809416,False,70746,High,Fresh,0.7023791473168315,Moderate,79.3811664263704,0.7844966499872784,1.274983744664009,14.137901789500468,0.2996635852203658,4.121787804257485,0.793811664263704,0.01274983744664,0.0157464732988437,0.9351906821587086,10.935960038699692,6.320768294250582,6.805722553416985,9.21064032698518,5.3612921657094255,7.978310969867722,1
1,3,24025,4332,4757,9510,1145,5864,49633,2.083187850748484,False,49633,High,Fresh,1.4447007910570724,Diversified,48.405294864304,8.728063989684284,9.584349122559589,19.160639090927408,2.306932887393468,11.814720045131264,0.4840529486430399,0.0958434912255958,0.1189128200995305,0.6756593395523139,10.08689185628132,8.374015421739909,8.467582690862903,9.160204302482386,7.044032897274685,8.676757761087575,0
1,3,19176,3065,5956,2033,2575,2802,35607,1.2593072633407174,False,35607,High,Fresh,1.3969813383876042,Diversified,53.85457915578398,8.607858005448367,16.727048052349257,5.709551492684023,7.231724099193978,7.869239194540399,0.5385457915578398,0.1672704805234925,0.2395877215154323,0.5956413064846799,9.861466923273516,8.028129059431759,8.692322277628687,7.617759576608505,7.853993087224244,7.938445551164788,0
2,3,10850,7555,14961,188,6899,46,40499,1.1087707997505096,False,40499,High,Grocery,1.3681111656238527,Diversified,26.790784957653273,18.654781599545668,36.94165288031803,0.4642089928146374,17.034988518235018,0.1135830514333687,0.2679078495765327,0.3694165288031803,0.5397664139855305,0.2725499395046791,9.292012520620208,8.9300972286214,9.61326893243235,5.241747015059643,8.83927669058535,3.8501476017100584,2
2,3,630,11095,23998,787,9529,72,46111,2.2336895355042468,False,46111,High,Grocery,1.1467122597151982,Moderate,1.3662683524538617,24.06150376265967,52.043980828869465,1.7067511006050615,20.665351000845785,0.1561449545661555,0.0136626835245386,0.5204398082886946,0.7270933182971525,0.0307301945305892,6.447305862541213,9.314339961994667,10.085767441795335,6.669498089857879,9.162199996648248,4.290459441148391,2
2,3,9670,7027,10471,541,4618,65,32392,0.7476046173486312,False,32392,Medium,Grocery,1.4159796665148676,Diversified,29.853050135836007,21.6936280563102,32.325882934057795,1.6701654729562854,14.256606569523338,0.2006668313163744,0.29853050135836,0.3232588293405779,0.4658248950358113,0.3152321560879229,9.176886995716965,8.857657449306988,9.256460307589736,6.295266001439646,8.437933510430605,4.189654742026425,2
2,3,5181,22044,21531,1740,7353,4985,62834,2.7134798189697156,False,62834,High,Milk,1.491662072611132,Diversified,8.245535856383485,35.082916892128466,34.26647993124741,2.769201387783684,11.70226310596174,7.933602826495209,0.0824553585638348,0.3426647993124741,0.4596874303720915,0.1101473724416717,8.552946361122055,10.00084109779204,9.977295479680848,7.462214939768189,8.902999661861218,8.514389264083503,0
2,3,3103,14069,21955,1668,6792,1452,49039,2.4404387139496153,False,49039,High,Grocery,1.3856859378851838,Diversified,6.327616794795979,28.68941046921838,44.77048879463285,3.4013744162809196,13.850200860539571,2.9609086645323113,0.0632761679479597,0.4477048879463284,0.5862068965517241,0.0972899121107689,8.04044688130311,9.551800150108434,9.99679572966978,7.419979923661835,8.823647949191303,7.281385663570283,0
2,3,44466,54259,55571,7782,24171,6465,192714,7.011498346813314,True,192714,High,Grocery,1.557680438425502,Diversified,23.07357016096391,28.15519370673641,28.835995309110913,4.038108284815841,12.54242037423332,3.354712164139606,0.2307357016096391,0.2883599530911091,0.4137841568334423,0.2711167844577976,10.702502620019327,10.901542586212924,10.925434756268752,8.959697146959389,10.09295021748145,8.774312958285378,0
2,3,11519,6152,10868,584,5121,1476,35720,0.8043721497925856,False,35720,High,Fresh,1.507309794788134,Diversified,32.24804031354983,17.222844344904814,30.425531914893615,1.6349384098544233,14.336506159014558,4.132138857782755,0.3224804031354983,0.3042553191489361,0.4476203807390817,0.3388297872340425,9.351839934249885,8.724695046740491,9.293669979563187,6.371611847231857,8.541300266759471,7.29776828253138,0
2,3,4967,21412,28921,1798,13583,1163,71844,2.56877763198404,False,71844,High,Grocery,1.3857487867812646,Diversified,6.913590557318634,29.80346305884973,40.25527531874617,2.502644618896498,18.906241300595735,1.6187851455932298,0.0691359055731863,0.4025527531874617,0.591615166193419,0.0941623517621513,8.510772623613315,9.971753493206217,10.272357830174736,7.494986233950533,9.516647908551128,7.059617628291383,0
1,3,6269,1095,1980,3860,609,2162,15975,1.0889476710102817,False,15975,Low,Fresh,1.5479943638555966,Diversified,39.242566510172146,6.854460093896714,12.394366197183098,24.162754303599375,3.812206572769953,13.533646322378717,0.3924256651017214,0.1239436619718309,0.1620657276995305,0.6340532081377152,8.743531633626967,6.999422467507961,7.591357046698551,8.258681496264236,6.413458957167357,7.679251425953058,1
1,3,3347,4051,6996,239,1538,301,16472,1.1425932532786025,False,16472,Low,Grocery,1.3884278658157343,Diversified,20.31932977173385,24.59324915007285,42.47207382224381,1.4509470616804274,9.337056823700824,1.827343370568237,0.2031932977173385,0.424720738222438,0.5180913064594463,0.2177027683341428,8.116118431609365,8.306965865368573,8.853236764745898,5.480638923341991,7.338888133838879,5.71042701737487,2
2,3,40721,3916,5876,532,2587,1278,54910,2.780695962207965,False,54910,High,Fresh,0.9255591972913828,Moderate,74.15953378255327,7.131670005463486,10.701147331997817,0.9688581314878892,4.711345838645055,2.3274449098524856,0.7415953378255327,0.1070114733199781,0.1541249317064287,0.7512839191404116,10.614523765931814,8.27308133366583,8.678801706612651,6.278521424165844,7.858640655620791,7.153833801578843,0
2,3,491,10473,11532,744,5611,224,29075,1.3611894434399117,False,29075,Medium,Grocery,1.2522780503770647,Diversified,1.6887360275150471,36.02063628546862,39.66294067067928,2.5588993981083408,19.29836629406707,0.7704213241616509,0.0168873602751504,0.3966294067067927,0.5896130696474634,0.0424763542562338,6.198478716492308,9.256651274839433,9.35296777022594,6.61338421837956,8.632662441222351,5.41610040220442,2
1,3,27329,1449,1947,2436,204,1333,34698,1.5438969028469791,False,34698,Medium,Fresh,0.8241805804783325,Moderate,78.76246469537149,4.176033200760851,5.611274425038907,7.0205775549022995,0.5879301400657099,3.841719983860741,0.7876246469537149,0.056112744250389,0.0619920456510461,0.8578304225027379,10.215740278922114,7.27931883541462,7.57455848420248,7.798523053625206,5.3230099791384085,7.195937226475569,1
1,3,5264,3683,5005,1057,2024,1130,18163,0.7076856932032615,False,18163,Low,Fresh,1.6204913798750726,Diversified,28.98199636623906,20.277487199251222,27.55602048119804,5.819523206518746,11.143533557231734,6.221439189561196,0.2898199636623906,0.2755602048119804,0.3869955403842977,0.348015195727578,8.568836424568076,8.211754397375197,8.518392471991719,6.964135612418245,7.613324979540639,7.030857476116121,0
2,3,4098,29892,26866,2616,17740,1340,82552,4.849100132786626,True,82552,High,Milk,1.388932026951189,Diversified,4.964143812384921,36.209904060470976,32.544335691442974,3.1689117162515745,21.489485415253416,1.623219304196143,0.0496414381238492,0.3254433569144297,0.5403382110669639,0.0813305552863649,8.318498320504338,10.30537961825751,10.198654046697536,7.869783902530146,9.783633624060649,7.201170883281678,0
2,3,5417,9933,10487,38,7572,1282,34729,2.1093988736462097,False,34729,Medium,Grocery,1.470742084707367,Diversified,15.59791528693599,28.60145699559446,30.19666561087276,0.1094186414811828,21.803104034092545,3.691439431023064,0.1559791528693599,0.3019666561087276,0.519997696449653,0.1570733392841717,8.59748202264504,9.203718495667296,9.257987025443535,3.6635616461296463,8.932344569113823,7.1569563646156364,2
1,3,13779,1970,1648,596,227,436,18656,0.92631667761251,False,18656,Low,Fresh,0.9270058945646644,Moderate,73.85827615780445,10.559605488850773,8.833619210977702,3.1946826758147515,1.2167667238421955,2.33704974271012,0.7385827615780446,0.088336192109777,0.1005038593481989,0.7705295883361921,9.53097354456765,7.58629630715272,7.407924322559599,6.391917113392602,5.429345628954441,6.07993319509559,1
1,3,6137,5360,8040,129,3084,1603,24353,0.7470167715915499,False,24353,Medium,Grocery,1.5149087149197218,Diversified,25.200180675892085,22.00960867244282,33.01441300866423,0.5297088654375232,12.663737527204042,6.582351250359299,0.2520018067589208,0.3301441300866423,0.4567815053586827,0.2572988954132961,8.722254235179681,8.586905803827538,8.99230873254815,4.867534450455582,8.034306936339489,7.38025578842646,2
2,3,8590,3045,7854,96,4095,225,23905,0.9303106660245228,False,23905,Medium,Fresh,1.3642598669858077,Diversified,35.93390504078645,12.73792093704246,32.85505124450951,0.4015896256013386,17.1303074670571,0.9412256850031374,0.3593390504078644,0.3285505124450951,0.4998535871156662,0.3633549466638778,9.058470422638056,8.021584533455107,8.96890555068972,4.574710978503383,8.317766166719343,5.420534999272286,2
2,3,35942,38369,59598,3254,26701,2017,165881,6.04770186856689,True,165881,High,Grocery,1.4625368838121984,Diversified,21.667339840005788,23.130436879449725,35.92816537156154,1.961647204924012,16.096478801068237,1.215931902990698,0.2166733984000578,0.3592816537156154,0.5202464417262977,0.236289870449298,10.489689629308009,10.555031183241,10.995394074389193,8.08794755464267,10.19249374795004,7.609862200913554,0
2,3,7823,6245,6544,4154,4074,964,29804,1.184000725557086,False,29804,Medium,Fresh,1.6691080357059638,Diversified,26.24815461011945,20.95356328009663,21.956784324251775,13.93772647966716,13.669306133404913,3.234465172460072,0.2624815461011944,0.2195678432425178,0.3562609045765669,0.401858810897866,8.964951211714654,8.739696537843024,8.786456678344,8.332067707289548,8.312626025674962,6.872128101338986,0
2,3,9396,11601,15775,2896,7677,1295,48640,1.1190424768685012,False,48640,High,Grocery,1.5805676372289628,Diversified,19.317434210526315,23.85074013157895,32.43215460526316,5.953947368421052,15.783305921052632,2.6624177631578947,0.1931743421052631,0.3243215460526316,0.4821546052631579,0.2527138157894736,9.148145768383063,9.358932776026007,9.666245076842417,7.9714309977693505,8.946114375560743,7.16703787691222,0
1,3,4760,1227,3250,3724,1247,1145,15353,0.9548605806711612,False,15353,Low,Fresh,1.634780659706204,Diversified,31.003712629453528,7.991923402592327,21.168501270110077,24.255845763043055,8.12219110271608,7.457825832084934,0.3100371262945353,0.2116850127011007,0.2929069237282616,0.5525955839249658,8.46821300919452,7.113142108707088,8.086717920303906,8.22282213081366,7.129297548929373,7.044032897274685,1
2,3,85,20959,45828,36,24231,1423,92562,4.666735699055146,False,92562,High,Grocery,1.1088860393517392,Moderate,0.091830340744582,22.64320131371405,49.51059830167888,0.0388928501977053,26.178129253905492,1.5373479397592964,0.0009183034074458,0.4951059830167887,0.7568872755558437,0.0013072319094228,4.454347296253507,9.950371138434978,10.732672357496403,3.610917912644224,10.095429352707074,7.261225091971921,2
1,3,9,1534,7417,175,3468,27,12630,1.1780321929786446,False,12630,Low,Grocery,1.0011457906422536,Moderate,0.0712589073634204,12.145684877276326,58.725257323832146,1.3855898653998415,27.45843230403801,0.2137767220902612,0.0007125890736342,0.5872525732383215,0.8618368962787015,0.0145684877276326,2.302585092994046,7.336285660021297,8.911664758049536,5.170483995038151,8.15162164696975,3.332204510175204,2
2,3,19913,6759,13462,1256,5141,834,47365,1.1732093891674695,False,47365,High,Fresh,1.4080945687340012,Diversified,42.04159189274781,14.270030613322074,28.42183046553362,2.6517470706217674,10.854006122664414,1.7607938351103136,0.4204159189274781,0.2842183046553362,0.3927583658819804,0.4469333896336958,9.89917828094803,8.81877816903701,9.507700460979237,7.136483208590247,8.545197387825835,6.727431724850855,0
1,3,2446,7260,3993,5870,788,3095,23452,1.4838796242396943,False,23452,Medium,Milk,1.6281612519769493,Diversified,10.429814088350671,30.95684803001876,17.026266416510317,25.029848200579902,3.360054579566775,13.197168684973562,0.1042981408835067,0.1702626641651032,0.2038632099607709,0.3545966228893058,7.802618063442671,8.890272839380247,8.29254851397576,8.677780256064185,6.670766320845874,8.037866234709618,0
